Unnamed: 0,concept_cd,ICD_Description,Long_COVID_Likelihood_Speculative,Explanation_Speculative,Chronic_Status,Chronic_Explanation
758,ICD10:D83.8,Diseases of blood and blood-forming organs and immune disorders (D83.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
759,ICD10:D80.8,Immunodeficiency with predominantly antibody defects (D80.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
760,ICD10:D89.89,"Other disorders involving the immune mechanism, not elsewhere classified (D89.89)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
761,ICD10:D89.0,"Other disorders involving the immune mechanism, not elsewhere classified (D89.0)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
762,ICD10:D86.85,Diseases of blood and blood-forming organs and immune disorders (D86.85),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
763,ICD10:D86.0,Diseases of blood and blood-forming organs and immune disorders (D86.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
764,ICD10:D86.2,Diseases of blood and blood-forming organs and immune disorders (D86.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
765,ICD10:D86.1,Diseases of blood and blood-forming organs and immune disorders (D86.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
766,ICD10:D86.89,Diseases of blood and blood-forming organs and immune disorders (D86.89),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
767,ICD10:D86.9,Diseases of blood and blood-forming organs and immune disorders (D86.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
768,ICD10:D80.2,Immunodeficiency with predominantly antibody defects (D80.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
769,ICD10:D80.3,Immunodeficiency with predominantly antibody defects (D80.3),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
770,ICD10:D80.4,Immunodeficiency with predominantly antibody defects (D80.4),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
771,ICD10:R53.82,"Chronic fatigue, unspecified",High,Core long COVID symptoms with strong evidence,Chronic,Inherently chronic condition or long-term management required
772,ICD10:R53.83,Other fatigue,High,Core long COVID symptoms with strong evidence,Can-be-Chronic,Symptom/condition that can become chronic if persistent
773,ICD10:R53.81,Other malaise,High,Core long COVID symptoms with strong evidence,Can-be-Chronic,Symptom/condition that can become chronic if persistent
774,ICD10:R53.1,Weakness,High,Core long COVID symptoms with strong evidence,Can-be-Chronic,Symptom/condition that can become chronic if persistent
775,ICD10:I40.9,Diseases of the circulatory system (I40.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
776,ICD10:I42.6,Cardiomyopathy (I42.6),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
777,ICD10:I42.7,Cardiomyopathy (I42.7),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
778,ICD10:I43,Diseases of the circulatory system (I43),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
779,ICD10:I42.9,Cardiomyopathy (I42.9),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
780,ICD10:I42.0,Cardiomyopathy (I42.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
781,ICD10:I40.0,Diseases of the circulatory system (I40.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
782,ICD10:I25.5,Diseases of the circulatory system (I25.5),Unlikely,No clear association with long COVID,Chronic,Inherently chronic condition or long-term management required
783,ICD10:I40.1,Diseases of the circulatory system (I40.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
784,ICD10:I41,Diseases of the circulatory system (I41),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
785,ICD10:I51.4,Diseases of the circulatory system (I51.4),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
786,ICD10:I42.1,Cardiomyopathy (I42.1),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
787,ICD10:I40.8,Diseases of the circulatory system (I40.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
788,ICD10:I42.8,Cardiomyopathy (I42.8),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
789,ICD10:I42.2,Cardiomyopathy (I42.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
790,ICD10:I42.5,Cardiomyopathy (I42.5),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
791,ICD10:O90.3,"Pregnancy, childbirth and the puerperium (O90.3)",Unlikely,No clear association with long COVID,Acute,Typically acute condition or intervention
792,ICD10:B33.24,"Other viral diseases, not elsewhere classified (B33.24)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
793,ICD10:B33.22,"Other viral diseases, not elsewhere classified (B33.22)",Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
794,ICD10:R11.14,Bilious vomiting,Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
795,ICD10:R11.0,Nausea,Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
796,ICD10:R11.2,"Nausea with vomiting, unspecified",Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
797,ICD10:R11.12,Projectile vomiting,Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
798,ICD10:R11.11,Vomiting without nausea,Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
799,ICD10:R11.10,"Vomiting, unspecified",Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
800,ICD10:G89.11,Diseases of the nervous system (G89.11),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
801,ICD10:G89.12,Diseases of the nervous system (G89.12),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
802,ICD10:G89.0,Diseases of the nervous system (G89.0),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
803,ICD10:G89.21,Diseases of the nervous system (G89.21),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
804,ICD10:G89.4,Diseases of the nervous system (G89.4),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
805,ICD10:G89.22,Diseases of the nervous system (G89.22),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
806,ICD10:G90.521,Complex regional pain syndrome II of upper limb,Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
807,ICD10:G90.2,Disorders of autonomic nervous system (G90.2),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
808,ICD10:G89.18,Diseases of the nervous system (G89.18),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
809,ICD10:G89.29,Diseases of the nervous system (G89.29),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
810,ICD10:G89.28,Diseases of the nervous system (G89.28),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
811,ICD10:R29.2,Other specified abnormal findings (R29),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
812,ICD10:R41.81,Other symptoms involving cognitive functions (R41.81),Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
813,ICD10:R48.1,Other specified abnormal findings (R48),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
814,ICD10:R41.82,"Altered mental status, unspecified",Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
815,ICD10:R43.0,Anosmia,Moderate,Emerging evidence or plausible systemic associations,Can-be-Chronic,Symptom/condition that can become chronic if persistent
816,ICD10:R47.01,Other specified abnormal findings (R47),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
817,ICD10:R48.2,Other specified abnormal findings (R48),Unlikely,No clear association with long COVID,Variable,Can be acute or chronic depending on context
